ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,3302001 4:00,,45,64,46,43,41,65,63,47,37,63,41,43,45,61,45,63,43,63,43,61,63,64,57,51,64
1,3302001 5:00,,45,64,46,43,40,64,62,47,37,63,42,43,43,61,44,62,43,63,37,63,62,63,57,50,63
1,3302001 6:00,,45,63,46,43,40,63,62,46,37,63,42,43,45,60,43,61,43,63,37,61,62,63,57,46,56
1,3302001 7:00,,45,63,46,43,39,62,62,46,33,63,40,43,39,62,43,61,43,61,35,61,62,63,52,46,52
1,3302001 8:00,,45,55,47,43,39,62,63,46,41,54,44,43,50,60,45,63,43,61,35,63,62,63,50,46,50
1,3302001 9:00,,46,52,48,45,48,64,65,53,43,54,47,45,55,59,48,64,45,64,45,64,56,59,48,48,48
1,3302001 10:00,,52,52,49,48,54,67,69,58,46,54,51,50,55,59,53,65,48,66,50,66,53,55,55,52,52
1,3302001 11:00,,57,52,52,51,59,60,66,62,37,55,56,52,46,62,56,68,51,70,40,70,55,59,59,58,58
1,3302001 12:00,,63,57,56,53,63,61,68,65,47,61,59,55,47,63,59,69,53,72,41,70,51,61,63,60,60
1,3302001 13:00,,66,61,59,56,65,65,69,68,59,64,62,61,48,64,62,71,56,72,42,72,53,63,66,62,63
1,3302001 14:00,,66,64,60,60,67,64,70,70,61,66,64,63,49,64,65,71,60,72,52,72,56,66,70,67,66
1,3302001 15:00,,60,66,62,61,68,65,71,71,63,68,65,63,50,63,66,72,61,72,64,72,59,68,70,68,67
1,3302001 16:00,,60,72,62,62,68,67,71,72,63,70,66,66,50,63,67,73,62,72,65,73,62,68,72,69,69
1,3302001 17:00,,59,72,60,63,67,67,71,72,63,70,65,64,50,62,67,72,63,72,64,72,64,70,70,69,68
1,3302001 18:00,,60,64,59,62,65,64,68,71,62,68,64,64,50,60,66,69,62,66,63,70,64,68,68,66,66
1,3302001 19:00,,59,59,54,59,63,60,62,68,58,64,60,61,49,59,59,66,59,61,48,66,61,63,64,60,61
1,3302001 20:00,,54,54,51,57,60,59,59,65,55,59,57,57,55,59,56,62,57,60,45,61,54,63,63,60,59
1,3302001 21:00,,52,54,51,59,58,54,55,62,50,57,56,57,55,57,55,60,59,57,47,59,53,59,61,57,58
1,3302001 22:00,,51,52,51,56,57,54,54,60,48,57,54,55,55,58,53,60,55,58,49,60,50,54,57,56,57
1,3302001 23:00,,50,52,49,55,56,55,54,59,48,55,53,55,53,58,50,59,55,59,51,59,50,55,55,55,55
1,3312001 0:00,,49,52,48,53,55,55,56,58,46,53,51,52,50,58,55,59,53,58,54,57,50,54,52,55,51
1,3312001 1:00,,48,52,49,52,55,55,51,56,46,50,51,52,48,58,51,58,52,56,54,57,50,54,52,51,49
1,3312001 2:00,,47,48,50,50,53,52,51,54,46,53,50,52,46,57,47,59,50,55,52,57,49,54,52,50,50
1,3312001 3:00,,46,48,50,49,52,51,50,53,46,55,52,54,48,57,48,58,49,54,52,57,49,55,50,48,49
1,3312001 4:00,,45,52,48,49,52,50,54,52,46,55,50,50,48,55,46,56,49,54,50,55,48,54,55,51,50
1,3312001 5:00,,45,52,50,46,51,51,55,51,46,55,48,50,46,56,47,56,46,54,48,54,48,55,54,51,51
1,3312001 6:00,,44,52,50,49,51,50,56,51,46,55,50,46,43,52,47,57,49,52,50,55,48,54,54,49,49
1,3312001 7:00,,44,52,49,50,50,51,57,50,46,55,51,50,48,56,49,58,50,58,50,57,49,57,54,50,52
1,3312001 8:00,,44,52,50,51,50,53,61,50,46,59,52,54,54,59,52,61,51,63,52,61,50,61,55,54,57
1,3312001 9:00,,52,54,52,54,57,55,66,56,46,61,53,55,54,63,56,64,54,64,54,64,51,61,59,57,59
1,3312001 10:00,,57,55,54,60,62,58,69,60,46,63,55,57,57,62,61,68,60,68,55,70,50,64,63,60,61
1,3312001 11:00,,61,59,57,64,66,58,70,64,50,64,59,63,63,63,62,69,64,66,66,72,49,68,66,62,64
1,3312001 12:00,,64,63,58,65,69,59,69,67,50,66,62,64,66,64,63,71,65,72,61,73,51,68,72,65,68
1,3312001 13:00,,66,64,57,67,71,58,70,69,50,68,63,66,66,61,65,74,67,72,59,73,50,72,73,66,67
1,3312001 14:00,,68,64,57,68,72,58,74,71,46,68,64,68,69,63,66,72,68,72,55,73,49,72,73,65,67
1,3312001 15:00,,69,64,58,67,73,57,73,72,46,70,65,68,70,64,66,72,67,70,61,73,49,73,73,67,66
1,3312001 16:00,,69,64,58,67,73,54,71,73,46,72,59,61,66,64,66,71,67,70,57,73,49,73,73,65,65
1,3312001 17:00,,68,61,54,57,71,52,72,73,45,70,57,63,71,62,63,69,57,66,55,70,48,70,73,59,60
1,3312001 18:00,,66,57,53,57,69,50,67,71,45,64,54,61,59,61,57,67,57,64,54,68,47,64,68,58,59
1,3312001 19:00,,64,54,50,55,65,47,64,69,45,63,52,55,55,60,56,65,55,62,54,65,46,59,66,56,58
1,3312001 20:00,,59,52,49,55,61,47,62,64,43,61,52,55,54,61,54,63,55,62,52,63,46,59,64,54,55
1,3312001 21:00,,56,46,47,53,58,47,61,60,43,59,51,52,54,53,54,62,53,62,52,62,45,54,61,53,52
1,3312001 22:00,,54,46,46,52,56,45,60,58,41,61,51,52,54,50,52,62,54,62,52,61,44,54,59,52,50
1,3312001 23:00,,53,46,47,51,54,46,60,56,41,52,51,52,53,49,52,61,52,62,50,60,44,50,57,51,49
1,412001 0:00,,52,46,46,48,53,47,52,55,41,51,51,52,52,49,51,60,48,61,50,60,43,48,57,51,48
1,412001 1:00,,51,46,44,50,52,46,50,53,41,51,50,50,52,53,50,60,50,60,50,59,43,48,55,50,47
1,412001 2:00,,50,46,44,50,51,46,49,52,40,51,50,51,51,52,50,59,50,55,49,56,44,48,55,50,47
1,412001 3:00,,49,46,44,49,50,46,48,51,39,50,50,52,50,50,49,57,49,50,48,52,44,48,55,49,47
1,412001 4:00,,48,46,45,49,49,46,47,49,39,49,50,52,50,50,49,55,49,48,48,50,43,48,54,49,47
1,412001 5:00,,46,46,42,47,48,45,47,48,39,49,49,52,48,50,48,54,47,50,48,50,43,48,50,49,46
1,412001 6:00,,45,46,42,45,47,45,47,47,39,48,49,52,48,49,48,53,45,48,46,48,43,48,52,49,46
1,412001 7:00,,45,46,41,44,46,44,47,46,39,48,49,52,48,49,48,53,44,48,46,46,44,48,52,47,46
1,412001 8:00,,44,46,42,47,45,44,47,45,37,46,49,52,48,49,48,51,47,46,48,46,45,46,52,47,46
1,412001 9:00,,44,46,44,47,45,46,47,45,39,48,50,52,48,50,47,52,47,48,48,46,46,46,55,47,46
1,412001 10:00,,53,46,42,45,54,49,47,52,37,48,51,52,50,50,47,53,45,48,52,48,47,48,55,49,47
1,412001 11:00,,59,46,41,49,59,51,48,57,36,48,48,54,50,50,48,57,49,50,52,50,47,48,57,50,47
1,412001 12:00,,64,48,47,42,64,51,49,62,36,50,49,57,52,50,48,64,42,50,48,54,47,52,63,51,49
1,412001 13:00,,53,52,45,45,67,52,50,65,36,52,49,52,48,50,49,60,47,54,45,57,46,51,61,49,49
1,412001 14:00,,55,52,49,51,69,53,51,68,36,54,43,52,50,52,48,61,51,55,46,61,47,50,63,49,50
1,412001 15:00,,52,52,49,54,71,52,53,70,36,51,45,54,52,54,50,58,54,54,46,56,44,50,48,49,48
1,412001 16:00,,54,54,51,53,72,53,54,71,37,48,47,54,46,54,44,54,53,54,45,52,44,49,55,48,46
1,412001 17:00,,51,48,50,52,72,51,50,72,39,46,46,52,45,50,44,58,52,52,46,54,45,48,50,43,46
1,412001 18:00,,52,46,48,51,70,48,50,72,37,46,47,52,43,49,42,49,51,49,48,54,45,48,54,43,47
1,412001 19:00,,51,46,47,50,67,46,48,70,37,45,47,52,50,50,41,50,50,48,48,50,45,48,52,42,46
1,412001 20:00,,51,46,45,50,62,46,45,66,36,45,45,52,63,51,42,51,50,45,46,48,45,46,52,43,44
1,412001 21:00,,52,46,43,48,56,46,45,60,36,45,44,48,58,49,42,50,48,45,45,46,45,46,52,44,43
1,412001 22:00,,52,46,42,44,52,46,45,55,36,45,43,48,54,48,43,49,44,45,45,46,44,46,50,44,44
1,412001 23:00,,48,46,41,41,49,46,45,52,34,46,41,46,52,48,42,49,45,45,43,47,45,46,48,44,44
1,422001 0:00,,46,46,38,40,47,45,45,50,34,46,38,45,41,47,37,48,43,45,43,47,44,46,46,42,43
1,422001 1:00,,45,46,39,40,46,45,45,48,34,46,39,44,49,47,38,47,40,45,43,46,45,46,45,38,42
1,422001 2:00,,45,45,37,37,44,45,45,46,34,43,39,43,39,47,38,46,37,45,43,45,44,45,43,38,41
1,422001 3:00,,44,45,36,39,41,45,43,42,34,43,37,42,39,47,38,46,39,45,41,43,44,44,41,37,40
1,422001 4:00,,41,45,35,36,40,45,42,41,34,41,37,42,39,47,38,46,36,44,41,41,44,43,41,36,39
1,422001 5:00,,39,43,34,36,38,44,41,39,34,41,34,41,39,47,38,46,36,39,41,39,44,44,39,37,39
1,422001 6:00,,37,41,36,31,37,45,42,37,34,41,37,39,40,47,38,45,37,39,39,39,45,45,39,35,38
1,422001 7:00,,35,41,31,37,36,45,41,36,34,41,34,36,36,47,36,45,37,39,43,37,45,45,37,35,38
1,422001 8:00,,43,41,31,38,35,45,42,35,35,43,37,36,38,48,38,46,38,44,43,41,46,45,41,37,40
1,422001 9:00,,48,46,41,46,35,46,45,35,36,46,45,46,46,48,44,50,46,46,46,47,46,46,46,43,45
1,422001 10:00,,52,52,46,50,45,47,49,43,37,50,48,52,52,48,48,53,50,50,48,52,48,52,54,48,49
1,422001 11:00,,54,52,49,53,52,49,52,49,40,54,50,54,52,51,50,56,53,54,52,54,48,54,55,51,51
1,422001 12:00,,57,54,50,57,57,52,54,54,43,55,53,54,54,50,52,58,57,55,54,57,51,55,57,53,53
1,422001 13:00,,59,54,54,58,60,52,57,58,45,57,55,55,47,51,55,60,58,55,55,59,53,57,61,55,55
1,422001 14:00,,61,55,58,61,63,56,58,61,48,59,56,57,48,52,56,62,61,57,57,61,52,59,61,58,56
1,422001 15:00,,64,57,60,62,65,55,59,63,50,61,59,61,49,53,57,63,62,59,57,61,55,61,63,59,58
1,422001 16:00,,63,57,60,64,66,57,60,65,50,63,60,61,50,54,59,65,64,60,57,63,56,61,62,59,59
1,422001 17:00,,61,59,59,65,66,58,60,66,52,63,61,63,50,54,60,64,65,61,57,63,56,61,61,61,60
1,422001 18:00,,59,59,57,65,64,58,60,66,48,63,61,63,50,55,61,64,65,61,57,63,56,61,60,61,60
1,422001 19:00,,58,57,57,63,61,55,57,64,48,61,58,63,50,54,59,63,63,57,57,61,56,61,60,60,58
1,422001 20:00,,55,48,54,57,57,52,52,61,48,57,56,57,54,52,49,58,57,55,57,55,49,55,59,54,51
1,422001 21:00,,51,46,53,56,52,49,47,56,46,50,54,55,47,47,46,53,56,46,55,48,49,54,54,53,45
1,422001 22:00,,49,39,52,56,49,44,45,52,45,48,54,55,45,43,45,52,56,46,55,46,47,52,50,50,44
1,422001 23:00,,47,39,50,52,47,42,42,49,44,48,54,57,44,44,47,51,52,44,54,43,44,46,52,47,42
1,432001 0:00,,46,39,49,53,45,42,41,47,43,48,54,57,44,45,48,52,50,51,52,48,42,52,52,51,42
1,432001 1:00,,46,39,47,53,44,42,43,46,42,48,54,55,43,46,49,54,53,45,52,48,46,52,57,49,45
1,432001 2:00,,45,39,50,53,43,44,46,44,41,52,53,55,42,47,52,54,53,45,50,48,44,52,57,52,45
1,432001 3:00,,43,41,51,53,40,46,45,41,48,52,52,55,41,48,49,54,53,46,48,50,44,54,55,49,48
1,432001 4:00,,43,45,52,53,39,48,48,40,48,52,50,55,41,52,48,55,53,46,48,50,45,54,55,49,49
1,432001 5:00,,42,45,53,52,38,45,49,38,48,52,49,52,40,52,47,54,52,48,48,52,46,54,54,50,48
1,432001 6:00,,41,46,52,51,37,48,49,37,48,52,50,52,40,53,47,54,51,50,48,50,46,54,54,49,49
1,432001 7:00,,40,46,46,51,36,47,49,36,41,52,49,54,39,54,48,54,51,48,48,52,46,54,54,49,47
1,432001 8:00,,40,46,46,49,35,49,51,35,43,52,48,52,39,54,47,56,49,52,46,52,47,54,55,48,49
1,432001 9:00,,40,46,47,50,35,49,52,35,43,52,49,54,39,54,47,57,50,54,48,54,48,54,55,49,49
1,432001 10:00,,48,48,49,50,45,50,53,43,43,54,49,52,45,57,49,59,50,54,48,55,49,54,55,50,51
1,432001 11:00,,54,52,48,50,51,52,56,49,43,54,49,52,49,56,51,63,50,57,48,59,50,54,57,52,51
1,432001 12:00,,58,52,49,51,56,53,58,54,46,55,49,52,53,56,50,65,50,61,50,63,50,55,57,53,52
1,432001 13:00,,61,54,52,51,60,54,60,57,48,55,53,54,55,55,51,66,51,61,52,63,49,55,55,52,53
1,432001 14:00,,63,54,54,54,62,55,60,60,48,55,56,55,57,55,56,65,56,60,52,61,52,57,55,56,56
1,432001 15:00,,65,57,57,57,64,55,58,62,48,55,55,57,59,56,57,62,57,59,55,61,52,58,55,56,57
1,432001 16:00,,66,59,62,56,65,55,59,64,48,55,59,57,60,55,58,61,56,59,57,61,52,59,59,58,57
1,432001 17:00,,66,61,61,55,65,57,55,65,52,55,59,59,61,54,58,61,55,60,59,59,53,59,59,59,57
1,432001 18:00,,65,59,59,56,64,59,54,65,52,55,58,59,61,55,59,62,56,57,59,57,55,59,59,59,57
1,432001 19:00,,64,57,58,56,63,57,55,64,48,55,57,57,61,55,58,61,56,57,57,57,54,59,61,58,57
1,432001 20:00,,62,57,55,55,61,55,55,63,48,55,55,58,58,57,56,60,55,57,57,57,51,55,59,56,53
1,432001 21:00,,59,52,54,55,58,54,55,60,52,54,55,55,56,56,52,59,55,57,55,57,48,54,59,55,50
1,432001 22:00,,57,48,53,55,57,53,54,58,48,54,52,54,54,57,50,59,55,57,52,55,47,54,57,52,47
1,432001 23:00,,56,46,53,54,56,50,53,57,48,54,53,52,52,54,48,59,52,57,48,55,47,54,57,52,45
1,442001 0:00,,55,46,53,52,55,47,53,56,48,53,52,52,51,55,47,58,50,57,48,53,48,48,55,48,44
1,442001 1:00,,54,46,53,53,54,45,51,55,48,52,49,48,50,54,47,56,53,54,46,54,47,46,54,47,44
1,442001 2:00,,53,52,53,54,54,48,49,54,45,52,46,48,49,54,47,57,54,52,45,54,47,45,52,47,43
1,442001 3:00,,52,52,53,53,52,48,51,53,48,52,46,46,47,53,45,56,53,53,48,54,47,45,52,44,44
1,442001 4:00,,51,48,52,53,52,47,52,52,43,54,46,46,47,53,46,56,53,54,46,54,46,45,48,44,45
1,442001 5:00,,51,46,52,53,51,47,52,52,45,52,48,45,46,53,48,56,53,54,48,55,47,45,46,48,44
1,442001 6:00,,50,46,52,53,51,48,52,51,43,50,48,43,45,52,47,56,53,54,48,54,47,45,47,45,44
1,442001 7:00,,49,46,52,53,51,47,50,50,39,48,47,51,44,51,47,56,53,52,46,52,47,45,48,47,46
1,442001 8:00,,49,48,53,54,50,49,51,50,36,50,47,52,44,52,48,56,54,54,46,54,48,46,50,47,46
1,442001 9:00,,49,48,53,55,50,51,50,50,39,50,46,52,44,55,50,58,55,52,48,55,48,48,52,48,48
1,442001 10:00,,52,52,54,57,54,55,52,53,43,50,47,52,49,55,51,62,57,55,48,61,49,54,57,48,50
1,442001 11:00,,54,52,57,56,56,55,53,55,48,50,47,52,51,56,51,65,56,57,48,57,49,54,57,50,53
1,442001 12:00,,56,54,59,56,58,56,56,57,46,54,48,50,54,58,52,64,56,59,52,57,50,55,55,53,53
1,442001 13:00,,57,54,59,54,59,57,57,58,48,55,51,52,56,57,52,65,54,59,52,61,51,57,57,51,53
1,442001 14:00,,58,57,59,55,60,58,59,59,48,55,52,53,57,58,53,65,55,59,54,59,51,59,59,52,54
1,442001 15:00,,59,57,60,54,61,58,61,60,48,57,53,54,59,58,54,65,54,61,55,63,52,59,59,53,55
1,442001 16:00,,59,57,59,57,61,56,61,61,46,57,53,54,59,57,54,66,57,61,57,61,50,61,63,55,56
1,442001 17:00,,59,59,60,59,61,55,62,61,46,59,54,55,60,56,55,65,59,61,55,61,51,61,59,55,56
1,442001 18:00,,58,57,58,59,60,54,59,61,48,59,54,55,60,54,55,63,59,57,55,61,51,61,59,55,57
1,442001 19:00,,57,57,57,58,59,51,57,60,46,57,54,55,60,52,53,61,58,55,55,61,50,61,57,55,57
1,442001 20:00,,56,54,56,56,57,47,53,58,46,54,51,54,56,50,47,57,56,54,52,57,47,55,54,51,50
1,442001 21:00,,53,52,55,54,54,46,52,55,46,50,50,52,48,49,45,54,54,52,50,54,45,54,52,47,46
1,442001 22:00,,51,52,54,52,52,44,50,53,45,46,47,48,45,49,43,53,52,50,46,54,45,52,48,44,44
1,442001 23:00,,46,45,52,52,51,42,48,52,43,48,46,45,44,48,43,52,52,50,46,50,44,46,46,43,47
1,452001 0:00,,45,39,52,51,50,43,47,51,43,48,45,43,43,48,41,52,52,49,43,50,42,46,46,42,44
1,452001 1:00,,43,39,51,50,50,43,45,50,43,48,41,41,41,47,40,51,50,48,43,48,41,43,45,40,41
1,452001 2:00,,47,37,51,50,48,43,46,49,41,46,40,41,39,47,41,47,50,46,41,46,41,41,43,41,40
1,452001 3:00,,46,36,50,50,47,36,41,47,41,41,40,41,37,46,38,46,50,43,39,46,39,39,39,40,38
1,452001 4:00,,45,36,50,49,46,37,41,47,41,39,38,37,40,45,38,45,49,43,39,45,38,39,39,39,36
1,452001 5:00,,44,34,50,49,45,35,43,46,41,38,37,37,38,46,37,44,49,39,37,39,37,37,37,37,36
1,452001 6:00,,44,34,49,50,45,35,41,45,41,37,39,39,37,46,36,44,50,39,43,39,38,37,39,37,35
1,452001 7:00,,42,30,49,49,45,33,41,44,41,37,37,38,34,44,36,41,49,39,45,41,39,36,37,37,34
1,452001 8:00,,43,37,49,50,44,40,44,44,41,37,42,41,36,49,39,46,50,45,36,43,41,41,39,38,37
1,452001 9:00,,48,46,49,50,44,49,50,44,43,46,46,48,48,52,48,51,50,52,48,48,48,52,45,46,43
1,452001 10:00,,54,52,49,51,51,52,54,50,45,54,50,54,56,53,52,57,51,55,52,54,49,54,54,51,51
1,452001 11:00,,59,57,50,54,55,56,57,54,48,57,53,57,61,55,55,59,54,57,54,57,51,57,59,55,55
1,452001 12:00,,61,57,52,54,59,58,60,57,48,61,55,57,63,55,58,60,54,57,54,61,54,61,63,59,57
1,452001 13:00,,63,61,53,59,61,60,62,60,48,63,58,59,64,57,59,61,59,57,55,63,56,63,64,61,59
1,452001 14:00,,62,63,54,59,63,60,62,62,52,63,58,61,55,57,62,62,59,59,57,64,56,64,66,63,61
1,452001 15:00,,68,64,56,61,65,59,62,63,54,64,60,61,57,57,64,62,61,61,57,64,57,64,68,64,62
1,452001 16:00,,67,66,56,60,65,60,61,64,54,66,59,61,58,56,64,63,61,61,57,64,59,64,68,65,63
1,452001 17:00,,66,66,56,61,65,58,61,65,54,66,60,62,59,56,64,61,61,61,57,64,59,64,68,65,63
1,452001 18:00,,65,66,56,61,64,56,60,65,54,64,59,62,59,54,63,60,61,59,57,61,57,64,68,64,63
1,452001 19:00,,64,61,57,61,61,53,58,64,52,63,58,61,64,52,62,58,60,55,57,57,54,64,68,63,60
1,452001 20:00,,63,57,56,60,58,50,54,61,48,61,57,57,63,48,60,56,60,52,58,54,52,59,66,60,53
1,452001 21:00,,60,54,55,58,55,49,52,57,48,55,57,57,61,47,58,55,58,48,55,53,50,59,63,58,50
1,452001 22:00,,57,52,53,56,52,48,44,54,48,54,55,55,59,47,56,53,56,51,54,51,49,55,61,55,49
1,452001 23:00,,54,52,53,55,50,49,46,52,48,54,52,55,54,45,55,53,55,51,54,50,49,54,55,54,52
1,462001 0:00,,50,46,52,56,49,48,45,50,47,49,52,54,53,44,51,50,54,52,48,49,48,54,59,54,52
1,462001 1:00,,46,46,50,53,48,47,46,49,46,45,50,54,52,44,53,48,53,45,48,48,47,52,55,53,50
1,462001 2:00,,48,46,48,52,47,47,44,48,48,45,50,54,52,45,53,47,52,45,48,46,47,48,55,53,48
1,462001 3:00,,46,46,48,52,45,48,45,46,45,45,50,52,48,45,49,46,52,53,46,45,47,48,54,52,47
1,462001 4:00,,45,46,46,54,44,47,44,45,46,43,46,52,52,44,47,47,54,45,46,45,47,48,52,51,46
1,462001 5:00,,43,46,47,50,43,50,44,43,48,45,47,52,50,44,48,47,50,43,48,45,47,48,52,51,45
1,462001 6:00,,45,46,46,48,42,51,42,42,48,46,48,52,50,48,49,46,48,43,48,45,48,48,50,49,44
1,462001 7:00,,47,46,43,50,42,51,43,41,48,46,49,54,48,50,49,46,50,47,48,45,48,48,50,47,46
1,462001 8:00,,52,52,46,50,41,53,49,41,52,50,52,54,55,54,51,49,50,45,40,46,51,52,54,50,50
1,462001 9:00,,57,54,51,54,41,58,56,41,55,57,55,55,61,56,54,61,54,57,50,55,56,61,59,54,55
1,462001 10:00,,64,59,57,59,52,61,64,50,55,61,60,63,64,57,58,67,59,65,52,66,59,61,63,59,59
1,462001 11:00,,70,66,64,65,58,64,69,56,61,66,64,64,68,60,65,71,65,67,55,70,65,66,68,64,63
1,462001 12:00,,73,72,69,69,64,67,72,61,61,70,67,72,72,62,68,73,69,72,63,72,69,73,73,68,67
1,462001 13:00,,72,72,70,70,67,70,76,65,63,73,70,72,60,63,72,75,70,69,53,75,70,73,75,71,70
1,462001 14:00,,65,72,72,72,70,72,76,68,63,75,73,75,62,63,72,75,72,67,55,75,73,77,75,73,73
1,462001 15:00,,66,73,73,74,72,74,77,70,63,77,75,75,65,63,74,76,74,72,56,75,75,79,79,76,73
1,462001 16:00,,67,73,76,74,73,74,76,72,63,75,76,75,66,63,75,75,74,73,57,74,74,79,81,77,76
1,462001 17:00,,67,77,75,75,73,76,75,73,63,77,76,75,67,62,77,74,75,72,58,75,75,79,81,77,74
1,462001 18:00,,66,73,77,75,71,75,74,73,63,77,74,75,67,60,77,71,75,70,58,73,75,75,79,77,73
1,462001 19:00,,65,72,72,73,69,73,71,71,63,75,74,73,67,60,75,69,73,66,58,72,73,73,77,75,72
1,462001 20:00,,70,72,68,71,65,71,68,69,63,72,71,72,64,60,72,66,71,66,56,68,72,73,75,71,70
1,462001 21:00,,61,72,67,69,61,68,66,64,63,70,69,72,71,59,72,65,69,64,57,66,71,72,72,70,70
1,462001 22:00,,59,72,65,69,58,65,65,60,63,68,68,72,72,59,71,65,69,64,59,64,71,72,70,71,69
1,462001 23:00,,57,72,63,68,56,65,64,58,63,68,66,72,73,58,70,65,70,63,60,64,70,70,68,70,69
1,472001 0:00,,57,72,61,66,54,64,65,56,63,66,66,72,72,58,69,66,70,63,61,64,70,66,68,67,69
1,472001 1:00,,56,70,60,67,53,65,65,54,63,64,66,70,70,58,66,66,67,62,63,64,70,66,70,66,67
1,472001 2:00,,55,70,57,66,52,66,64,53,63,64,65,68,70,57,66,66,66,62,63,64,70,66,68,66,67
1,472001 3:00,,54,66,58,67,49,65,64,50,61,64,64,66,70,57,68,65,67,63,62,64,70,64,68,64,66
1,472001 4:00,,53,66,54,65,48,65,64,49,61,63,62,65,68,58,67,64,65,61,61,63,69,64,66,62,65
1,472001 5:00,,52,66,53,65,47,65,64,48,61,64,62,64,67,57,66,64,65,60,58,64,69,64,64,61,64
1,472001 6:00,,52,64,50,64,46,65,63,47,61,64,62,63,66,57,64,63,64,63,55,64,68,64,64,61,63
1,472001 7:00,,51,66,48,62,46,65,63,46,61,64,60,63,66,57,62,63,62,61,57,64,67,66,64,61,63
1,472001 8:00,,51,66,49,62,45,66,65,45,63,64,62,66,64,58,63,63,62,64,61,64,67,70,64,62,65
1,472001 9:00,,51,72,54,67,45,68,68,45,65,68,63,68,72,62,69,68,67,66,64,68,68,73,70,67,67
1,472001 10:00,,60,73,61,71,57,73,73,55,68,75,70,72,75,66,73,74,71,66,72,73,73,75,75,73,70
1,472001 11:00,,66,79,71,75,64,77,76,61,68,79,74,75,82,69,77,79,75,73,76,79,74,79,81,76,76
1,472001 12:00,,70,81,75,78,69,82,81,66,70,82,79,81,71,72,81,82,78,81,79,82,81,82,82,81,81
1,472001 13:00,,73,83,78,81,73,84,85,70,72,84,80,82,70,75,84,84,81,82,80,84,67,84,84,82,83
1,472001 14:00,,75,85,79,83,76,86,87,74,73,86,81,82,73,69,87,86,83,86,81,86,56,88,88,85,85
1,472001 15:00,,77,88,79,83,78,72,89,76,73,86,81,83,75,66,85,86,83,71,82,88,55,88,88,86,87
1,472001 16:00,,78,88,80,84,79,67,89,78,73,86,82,84,76,65,86,86,84,81,82,88,55,88,88,85,86
1,472001 17:00,,78,80,81,85,79,62,88,79,73,86,82,84,77,64,86,83,85,79,82,85,52,88,90,85,85
1,472001 18:00,,77,72,80,83,78,60,85,79,73,84,80,84,77,65,84,80,83,75,82,83,50,84,88,84,83
1,472001 19:00,,76,66,79,80,77,58,80,78,73,84,80,81,77,61,81,75,80,73,79,81,51,79,84,81,80
1,472001 20:00,,75,64,76,77,75,57,75,77,70,77,76,79,81,57,75,71,77,65,76,75,52,73,79,80,75
1,472001 21:00,,73,63,72,74,73,57,74,74,66,77,76,79,71,57,72,70,74,70,73,73,52,72,79,75,71
1,472001 22:00,,71,59,68,74,71,57,73,73,66,75,74,77,69,58,71,69,74,70,73,73,53,70,77,76,67
1,472001 23:00,,70,59,68,73,70,57,73,71,67,73,71,75,67,59,74,69,75,70,72,72,53,66,77,72,65
1,482001 0:00,,69,58,64,73,69,57,71,70,68,72,73,75,66,61,75,68,75,63,72,71,52,65,75,70,63
1,482001 1:00,,68,57,66,72,69,58,69,70,66,72,72,75,65,60,71,68,72,63,69,70,54,64,75,71,62
1,482001 2:00,,68,57,62,72,68,58,69,69,66,72,71,75,63,60,70,67,72,63,66,70,55,64,72,70,61
1,482001 3:00,,67,57,59,69,67,58,68,68,66,71,67,72,62,60,68,67,69,66,64,70,56,64,72,70,60
1,482001 4:00,,66,57,57,67,67,58,67,67,66,70,67,72,61,60,68,67,67,66,64,68,56,64,70,67,59
1,482001 5:00,,65,57,55,66,66,57,67,66,66,69,68,72,60,60,67,67,66,64,63,68,54,64,70,68,59
1,482001 6:00,,65,57,56,66,66,58,67,66,59,68,66,72,59,59,64,66,66,64,61,66,53,70,70,66,59
1,482001 7:00,,64,57,55,62,65,58,66,65,63,68,63,72,58,59,62,65,62,64,61,66,53,70,68,65,60
1,482001 8:00,,64,57,62,64,65,60,67,65,61,68,60,72,58,59,63,66,64,64,61,66,53,72,68,68,61
1,482001 9:00,,64,59,65,68,65,62,70,65,63,72,65,72,58,60,69,69,68,68,72,70,55,73,72,69,66
1,482001 10:00,,72,66,72,73,72,70,74,71,66,77,70,75,67,62,74,72,73,72,77,73,58,79,79,73,75
1,482001 11:00,,76,66,75,77,77,75,78,75,68,82,75,75,72,63,76,76,77,75,79,79,58,84,82,75,78
1,482001 12:00,,80,77,77,79,80,78,83,78,71,84,79,79,76,63,79,81,79,79,82,82,64,86,86,79,79
1,482001 13:00,,83,80,78,83,82,80,86,81,73,84,81,81,80,65,82,85,83,82,84,84,67,88,88,83,83
1,482001 14:00,,85,82,80,85,84,84,87,83,74,86,84,82,82,65,85,87,85,86,85,88,60,90,91,85,86
1,482001 15:00,,86,88,81,85,86,85,89,84,75,88,86,84,85,65,86,88,86,84,86,90,60,90,91,87,87
1,482001 16:00,,87,88,81,87,86,86,89,85,76,90,85,86,86,65,87,86,87,82,88,90,64,90,93,88,87
1,482001 17:00,,87,88,82,86,86,87,89,86,77,90,86,85,87,65,87,85,86,81,85,84,65,90,91,88,88
1,482001 18:00,,86,88,82,84,84,76,84,86,76,88,85,84,87,64,86,81,84,79,83,82,72,88,91,87,87
